,Date,Amt,TipsAmt,Pct,JustDate,Hour,DateName,DayType,ShiftType
154,2024-03-30 20:00:00,166.15,24.92,0.14998495335540174,2024-03-30,20,Saturday,Weekend,Evening shift
155,2024-03-30 13:00:00,18.9,0.0,0.0,2024-03-30,13,Saturday,Weekend,Morning shift
156,2024-03-30 18:00:00,40.95,6.14,0.14993894993894993,2024-03-30,18,Saturday,Weekend,Evening shift
157,2024-03-30 13:00:00,49.35,7.4,0.14994934143870314,2024-03-30,13,Saturday,Weekend,Morning shift
158,2024-03-26 12:00:00,22.05,4.41,0.2,2024-03-26,12,Tuesday,Weekday,Morning shift
159,2024-03-26 12:00:00,16.8,2.52,0.15,2024-03-26,12,Tuesday,Weekday,Morning shift
160,2024-03-26 12:00:00,18.9,2.84,0.15026455026455027,2024-03-26,12,Tuesday,Weekday,Morning shift
161,2024-03-26 12:00:00,31.76,2.0,0.06297229219143577,2024-03-26,12,Tuesday,Weekday,Morning shift
162,2024-03-26 12:00:00,18.9,3.78,0.2,2024-03-26,12,Tuesday,Weekday,Morning shift
163,2024-03-26 12:00:00,52.5,7.0,0.13333333333333333,2024-03-26,12,Tuesday,Weekday,Morning shift
164,2024-03-26 20:00:00,35.7,7.14,0.19999999999999998,2024-03-26,20,Tuesday,Weekday,Evening shift
165,2024-03-26 12:00:00,18.9,2.84,0.15026455026455027,2024-03-26,12,Tuesday,Weekday,Morning shift
166,2024-03-26 19:00:00,18.9,2.84,0.15026455026455027,2024-03-26,19,Tuesday,Weekday,Evening shift
167,2024-03-26 18:00:00,91.88,13.78,0.1499782324771441,2024-03-26,18,Tuesday,Weekday,Evening shift
168,2024-03-26 13:00:00,10.5,2.1,0.2,2024-03-26,13,Tuesday,Weekday,Morning shift
169,2024-03-26 19:00:00,18.9,2.84,0.15026455026455027,2024-03-26,19,Tuesday,Weekday,Evening shift
170,2024-03-26 19:00:00,37.8,3.78,0.1,2024-03-26,19,Tuesday,Weekday,Evening shift
171,2024-03-26 19:00:00,57.23,8.58,0.14992136991088592,2024-03-26,19,Tuesday,Weekday,Evening shift
172,2024-03-26 19:00:00,18.9,2.84,0.15026455026455027,2024-03-26,19,Tuesday,Weekday,Evening shift
173,2024-03-26 19:00:00,51.45,7.72,0.15004859086491737,2024-03-26,19,Tuesday,Weekday,Evening shift
174,2024-03-26 18:00:00,68.25,10.24,0.15003663003663004,2024-03-26,18,Tuesday,Weekday,Evening shift
175,2024-03-26 19:00:00,78.75,11.81,0.14996825396825397,2024-03-26,19,Tuesday,Weekday,Evening shift
176,2024-03-26 18:00:00,72.45,10.87,0.15003450655624567,2024-03-26,18,Tuesday,Weekday,Evening shift
177,2024-03-26 12:00:00,18.9,1.5,0.07936507936507937,2024-03-26,12,Tuesday,Weekday,Morning shift
178,2024-03-26 18:00:00,58.01,0.0,0.0,2024-03-26,18,Tuesday,Weekday,Evening shift
179,2024-03-26 18:00:00,19.16,1.92,0.10020876826722337,2024-03-26,18,Tuesday,Weekday,Evening shift
180,2024-03-26 12:00:00,16.8,2.52,0.15,2024-03-26,12,Tuesday,Weekday,Morning shift
181,2024-03-26 13:00:00,38.33,5.75,0.150013044612575,2024-03-26,13,Tuesday,Weekday,Morning shift
182,2024-03-26 18:00:00,16.8,3.36,0.19999999999999998,2024-03-26,18,Tuesday,Weekday,Evening shift
183,2024-03-26 13:00:00,29.4,2.94,0.1,2024-03-26,13,Tuesday,Weekday,Morning shift
184,2024-04-19 15:00:00,12.6,1.89,0.15,2024-04-19,15,Friday,Weekday,Morning shift
185,2024-04-19 15:00:00,22.05,0.0,0.0,2024-04-19,15,Friday,Weekday,Morning shift
186,2024-04-19 20:00:00,22.31,3.35,0.15015688032272526,2024-04-19,20,Friday,Weekday,Evening shift
187,2024-04-19 13:00:00,19.95,2.99,0.149874686716792,2024-04-19,13,Friday,Weekday,Morning shift
188,2024-04-19 20:00:00,24.15,3.62,0.14989648033126296,2024-04-19,20,Friday,Weekday,Evening shift
189,2024-04-19 20:00:00,19.95,2.39,0.11979949874686718,2024-04-19,20,Friday,Weekday,Evening shift
190,2024-04-19 19:00:00,78.75,15.75,0.2,2024-04-19,19,Friday,Weekday,Evening shift
191,2024-04-19 19:00:00,77.96,0.0,0.0,2024-04-19,19,Friday,Weekday,Evening shift
192,2024-04-19 19:00:00,56.7,5.67,0.09999999999999999,2024-04-19,19,Friday,Weekday,Evening shift
193,2024-04-19 19:00:00,35.7,5.36,0.15014005602240896,2024-04-19,19,Friday,Weekday,Evening shift
194,2024-04-19 19:00:00,19.95,2.99,0.149874686716792,2024-04-19,19,Friday,Weekday,Evening shift
195,2024-04-19 15:00:00,29.4,5.88,0.2,2024-04-19,15,Friday,Weekday,Morning shift
196,2024-04-19 13:00:00,24.15,4.83,0.2,2024-04-19,13,Friday,Weekday,Morning shift
197,2024-03-26 18:00:00,24.41,2.5,0.10241704219582139,2024-03-26,18,Tuesday,Weekday,Evening shift
198,2024-03-19 16:00:00,18.9,3.21,0.16984126984126985,2024-03-19,16,Tuesday,Weekday,Evening shift
199,2024-03-19 15:00:00,18.9,1.1,0.05820105820105821,2024-03-19,15,Tuesday,Weekday,Morning shift
200,2024-03-19 13:00:00,21.0,4.2,0.2,2024-03-19,13,Tuesday,Weekday,Morning shift
201,2024-03-19 13:00:00,24.15,3.62,0.14989648033126296,2024-03-19,13,Tuesday,Weekday,Morning shift
202,2024-03-19 13:00:00,44.25,8.85,0.19999999999999998,2024-03-19,13,Tuesday,Weekday,Morning shift
203,2024-03-19 12:00:00,89.51,13.43,0.15003910177633784,2024-03-19,12,Tuesday,Weekday,Morning shift
204,2024-03-19 19:00:00,72.08,9.92,0.13762486126526083,2024-03-19,19,Tuesday,Weekday,Evening shift
205,2024-03-19 19:00:00,128.1,25.62,0.2,2024-03-19,19,Tuesday,Weekday,Evening shift
206,2024-03-19 17:00:00,29.4,0.0,0.0,2024-03-19,17,Tuesday,Weekday,Evening shift
207,2024-03-19 16:00:00,48.56,0.0,0.0,2024-03-19,16,Tuesday,Weekday,Evening shift
208,2024-03-19 17:00:00,52.5,10.5,0.2,2024-03-19,17,Tuesday,Weekday,Evening shift
209,2024-03-19 17:00:00,37.8,5.67,0.15000000000000002,2024-03-19,17,Tuesday,Weekday,Evening shift
210,2024-03-19 17:00:00,49.88,1.0,0.020048115477145148,2024-03-19,17,Tuesday,Weekday,Evening shift
211,2024-03-19 17:00:00,54.6,2.0,0.03663003663003663,2024-03-19,17,Tuesday,Weekday,Evening shift
