Job Title,Company Name,URL,Base Salary,Company Location,company size,Educational Level,Experience Requirements,Job Skills,Organization Type,Work Environment,Work Type
Analyste avancé.e / Advanced Analyst,Electronic Arts (EA),https://www.linkedin.com/jobs/search/?currentJobId=4023164406&geoId=101174742&keywords=Data%20analyst&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&spellCorrectionEnabled=true,"$107,600 - $147,100 CAN","Montreal, QC","10,001+ employees",None,4,Data Analysis · Data Analytics · Data Cleaning · Data Visualization · Business Process · Data Aggregation · Data Collection · Data Governance · Game Mechanics · Statistical Concepts,"Entertainment Providers 10,001+ employees 32,234 on LinkedIn",Hybrid,Full-time
Business Intelligence Data Specialist,Trail Appliances BC,https://www.linkedin.com/jobs/search/?currentJobId=3998449475&geoId=101174742&keywords=Data%20analyst&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&spellCorrectionEnabled=true,,"Vancouver, BC","501-1,000 employees",Undergraduate degree,8,Data Cleaning · SQL · Python · Data Migration · Data Warehousing · Microsoft Power BI · Microsoft SQL Server · Relational Databases · Azure DevOps Server · Microsoft Azure · Microsoft Dynamics 365 · Microsoft Fabric,"Retail 501-1,000 employees 524 on LinkedIn",On-site,Full-time
Regulatory Data Analyst,TD Securities,https://www.linkedin.com/jobs/search/?currentJobId=4023782490&geoId=101174742&keywords=Data%20analyst&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&spellCorrectionEnabled=true,,"Toronto, ON","5,001-10,000 employees",Undergraduate degree,7,Analytical Skills · Communication · Data Analytics · Problem Solving · Client Relations · Conflict Resolution · Interpersonal Skills · Mediation · Resolving Issues · Statutory · SQL · Python,"Investment Banking 5,001-10,000 employees 5,059 on LinkedIn",Hybrid,Full-time
"Data Analyst, Financial Crime Analytics",Deloitte,https://www.linkedin.com/jobs/search/?currentJobId=4023673330&geoId=101174742&keywords=Data%20analyst&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&spellCorrectionEnabled=true,"$62,000 - $92,000","Calgary, AB","10,001+ employees",Undergraduate degree,None,Analytical Skills · Communication · Data Analysis · Data Analytics · Data Science · Data Visualization · Computer Science · SQL · Python · Open Mind · Quantitative Finance · Requirements Gathering,"Business Consulting and Services 10,001+ employees 438,548 on LinkedIn",Hybrid,Full-time
Marketing Data Analyst,LatentView Analytics,https://www.linkedin.com/jobs/search/?currentJobId=4004386818&geoId=101174742&keywords=Data%20analyst&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&spellCorrectionEnabled=true,,"Toronto, ON","1,001-5,000 employees",Undergraduate degree,3,Analytics · Microsoft SQL Server · SQL · Statistical Analysis · Tableau · Business-to-Business (B2B) · Data Extraction · Decision Analysis · Marketing Analytics · Paid Media Strategy · Statistical Analysis Tools · Python,"Business Consulting and Services 1,001-5,000 employees 1,404 on LinkedIn",On-site,Full-time
Investment Data Analyst,The Mirillion Group,https://www.linkedin.com/jobs/search/?currentJobId=4015834535&geoId=101174742&keywords=Data%20analyst&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&spellCorrectionEnabled=true,45-55 hr,"Toronto, ON",11-50 employees,None,5,Analytical Skills · Consulting · Problem-Solving Skills · Communication Skills · Complex Topics Articulation · Database Experience · Report Development Concepts · SQL · Python · Excel,Human Resources 11-50 employees 10 on LinkedIn,Hybrid,Contract
Data Analyst,Stripe,https://www.linkedin.com/jobs/search/?currentJobId=3847778634&geoId=101174742&keywords=Data%20analyst&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&spellCorrectionEnabled=true&start=25,"$128,700 - C$174,100","Toronto, ON","1,001-5,000 employees",Master degree,8,Analytics · Communication · Data Analysis · Data Analytics · Data Engineering · Data Science · Problem Solving · Visualization · Data Pipelines · Datasets · Python · SQL · Statistics,"Technology, Information and Internet 1,001-5,000 employees 9,976 on LinkedIn",,Full-time
Velocity - Data Analyst Internship/Co-Op - Winter 2025,Scotiabank,https://www.linkedin.com/jobs/search/?currentJobId=4014915847&geoId=101174742&keywords=Data%20analyst&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&spellCorrectionEnabled=true&start=25,,"Toronto, ON","10,001+ employees",Post-secondary degree,None,Analytics · Data Analytics · Data Engineering · Data Visualization · Statistical Analysis · Visualization · Coaching · Code Review · Computer Programming · Experimental Design · SQL · Cloud · Data Mining · Python · Excel,"Banking 10,001+ employees 92,008 on LinkedIn",On-site,Internship
Data Science Analyst,RONA,https://www.linkedin.com/jobs/search/?currentJobId=4004812899&geoId=101174742&keywords=Data%20analyst&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&spellCorrectionEnabled=true&start=25,,"Boucherville, QC","10,001+ employees",Undergraduate degree,5,"Analytics · Data Integrity · Data Science · Data Warehousing · Databases · Extract, Transform, Load (ETL) · Data Models · Data Preparation · MicroStrategy · Technical Specs · SQL · Python · Excel · SQL Server · Supply Chain","Retail 10,001+ employees 7,172 on LinkedIn",On-site,Full-time
Marketing Data Analyst,StackAdapt,https://www.linkedin.com/jobs/search/?currentJobId=4020323097&geoId=101174742&keywords=Data%20analyst&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&spellCorrectionEnabled=true&start=25,,"Toronto, ON","1,001-5,000 employees",None,7,Analytics · Communication · Reporting & Analysis · Ad Hoc Reporting · Attention to Detail · Business Insights · Funnel Optimization · Marketing Analytics · Marketing Reporting · Success Stories · SQL · Excel · Salesforce,"Technology, Information and Internet 1,001-5,000 employees 1,222 on LinkedIn",Remote,Full-time
"Data Analyst, In-line Inspection",DarkVision,https://www.linkedin.com/jobs/search/?currentJobId=4021172708&geoId=101174742&keywords=Data%20analyst&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&spellCorrectionEnabled=true&start=25,30-38 hr,"Vancouver, BC",51-200 employees,None,None,Python (Programming Language) · Reporting & Analysis · NDE · Nondestructive Testing (NDT) · Oil and Gas · Pipeline Integrity · Pipelines · Well Integrity · Well Logging,Information Services 51-200 employees 187 on LinkedIn,On-site,Full-time
TECE AI2 Analytics & Data Science Intern/Co-op (WINTER 2025),TD,https://www.linkedin.com/jobs/search/?currentJobId=4021570006&geoId=101174742&keywords=Data%20analyst&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&spellCorrectionEnabled=true&start=25,,"Toronto, ON","10,001+ employees",Undergraduate degree,None,Analytics · Data Analytics · Data Quality · Data Science · Data Visualization · Business Case Development · Business Case Preparation · Business Insights · Glossaries · Personal Branding · SQL · R · Python · Problem Solving · Azure · AWS · Tableau,"Banking 10,001+ employees 93,167 on LinkedIn",On-site,Internship
"HR Analyst, Reporting & Analytics",WSP in Canada,https://www.linkedin.com/jobs/search/?currentJobId=4005095819&geoId=101174742&keywords=Data%20analyst&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&spellCorrectionEnabled=true&start=50,,"Alberta, Canada","10,001+ employees",Undergraduate degree,3,Data Entry · Airline Ticketing · Analysis Reports · Business Requirements · Excel Formulas · Investigator Brochures · Macros · Oracle Cloud · Quality Analysis · Ratio Analysis · SQL · Excel,"Professional Services 10,001+ employees 9,669 on LinkedIn",Hybrid,Contract
Data Analyst,Ontario Health | Santé Ontario,https://www.linkedin.com/jobs/search/?currentJobId=4022466872&geoId=101174742&keywords=Data%20analyst&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&spellCorrectionEnabled=true&start=50,,"Toronto, ON","1,001-5,000 employees",Undergraduate degree,2,Analytical Skills · Communication · Critical Thinking · Data Analysis · Data Analytics · Data Integrity · Data Quality · Problem Solving · Presentation Skills · Presentations · PCR · PPR,"Hospitals and Health Care 1,001-5,000 employees 2,586 on LinkedIn",On-site,Full-time
Data Analyst,SOCAN,https://www.linkedin.com/jobs/search/?currentJobId=4010114198&geoId=101174742&keywords=Data%20analyst&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&spellCorrectionEnabled=true&start=50,,"Montreal, QC",201-500 employees,Post-secondary degree,4,Analytical Skills · Analytics · Communication · Data Analysis · Data Analytics · Data Quality · Business Modeling · Datasets · Reporting Requirements · Python · PySpark · SQL · Tableau · Power BI · Snowflake,Music 201-500 employees 417 on LinkedIn,Remote,Full-time
Business Data Analyst (12-month contract),HOOPP (Healthcare of Ontario Pension Plan),https://www.linkedin.com/jobs/search/?currentJobId=4013302225&geoId=101174742&keywords=Data%20analyst&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&spellCorrectionEnabled=true&start=75,,"Toronto, ON","1,001-5,000 employees",Post-secondary degree,5,Data Quality · Databases · Pivot Tables · Query Writing · Query Analyzer · Reference Data · Reporting Requirements · Static Data · System Testing · Trade Capture · SQL · Python · Excel · Communication,"Financial Services 1,001-5,000 employees 1,132 on LinkedIn",Hybrid,Full-time
"Advisor, Data Science and Advance Analytics",Ciena,https://www.linkedin.com/jobs/search/?currentJobId=4014023934&geoId=101174742&keywords=Data%20analyst&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&spellCorrectionEnabled=true&start=75,"129,700 - 207,300","Ottawa, ON","5,001-10,000 employees",Master degree,10,Analytics · Communication · Data Analytics · Data Science · Problem Solving · Written Communication · Build Strong Relationships · Business Requirements · Relationship Building · Technical Proficiency · SQL · Python · Excel · R · Power BI,"Telecommunications 5,001-10,000 employees 9,548 on LinkedIn",,Full-time
